date,district,Cowpea,Ground Nuts,Maize,Onion,Pepper,Rice,Sesame,Sorghum,Tomato,Water Melon
2017-07-01,Kurtunwaarey,250.0,,2.25,,,,,,,
2017-07-01,Luuq,14.0,,750.0,1.625,,,,30.0,650.0,
2017-07-01,Marka,330.0,,6.75,,,,,,,
2017-07-01,Owdweyne,,,,,,,,180.0,,
2017-07-01,Qansax Dheere,244.0,130.0,600.0,,,,144.0,2.175,,
2017-07-01,Qoryooley,165.0,,380.76,,,,,200.0,,
2017-07-01,Rab Dhuure,12.0,,,,,,,36.0,,
2017-07-01,Saakow,200.0,,1.4,,,,200.0,1.84,,
2017-07-01,Sablaale,130.0,,960.0,,,,,,,
2017-07-01,Sheikh,,,,,,,,20.0,,
2017-07-01,Tayeeglow,33.0,,18.0,,,,,336.0,,
2017-07-01,Waajid,24.0,,12.0,,,,,120.0,,
2017-07-01,Wanla weyn,60.0,,,,,,,3.81,,
2017-07-01,Xarardheere,80.0,,,,,,,11.0,,
2017-07-01,Xudur,30.0,,50.0,,,,,350.0,,
2018-01-01,Adan Yabaal,60.0,,,,,,,60.0,,
2018-01-01,Afgooye,1520.0,,2.4,,,,691.1,4.8,,
2018-01-01,Afmadow,24.0,,35.0,,,,13.0,,,
2018-01-01,Baardheere,28.0,,849.0,1.2,,,90.0,1.68,600.0,
2018-01-01,Badhaadhe,1.0,,4.0,,,,1.0,,,
2018-01-01,Balcad,360.0,,3.5,,,,500.0,1.225,,
2018-01-01,Baraawe,60.0,,,,,,,,,
2018-01-01,Baydhaba,213.0,300.0,200.0,,,,250.0,10.0,,
2018-01-01,Belet Weyne,,,200.0,3.78,40.0,,2.0,760.0,315.0,1.26
2018-01-01,Belet Xaawo,0.0,,47.0,180.0,,,,30.0,600.0,
2018-01-01,Borama,,,,,,,,,,
2018-01-01,Bu'aale,378.0,,1.35,,,,800.0,200.0,,
2018-01-01,Bulo Burto,,,378.0,1.8,14.0,,10.0,281.012,135.0,333.0
2018-01-01,Burco,,,,,,,,,,
2018-01-01,Buur Hakaba,125.0,,40.0,,,,12.0,5.04,,
2018-01-01,Cadale,12.0,,,,,,,30.0,,
2018-01-01,Ceel Bur,960.0,,,,,,,168.0,,
2018-01-01,Ceel Dheer,1.56,,,,,,,240.0,,
2018-01-01,Diinsoor,199.0,48.0,80.0,,,,200.0,5.32,,
2018-01-01,Doolow,6.0,,660.0,1.2,,,,30.0,300.0,
2018-01-01,El berde,,,,,,,,,,
2018-01-01,Garbaharey/Burdhuubo,10.0,,615.0,1.08,,,,40.0,600.0,
2018-01-01,Gebiley,,,,,,,,,,
2018-01-01,Hagar,1.0,,30.0,,,,1.0,90.0,,
2018-01-01,Hargeysa,,,,,,,,,,
2018-01-01,Hobyo,300.0,,,,,,,72.0,,
2018-01-01,Jalalaqsi,,,240.0,930.0,8.0,,20.0,785.0,66.0,250.0
2018-01-01,Jamaame,313.0,,586.0,,,,165.0,,,
2018-01-01,Jilib,488.0,,62.21,,,,1.2,,,
2018-01-01,Jowhar,450.0,,4.2,,,2.0,500.0,1.925,,
2018-01-01,Kismaayo,102.0,,161.0,,,,54.0,,,
2018-01-01,Kurtunwaarey,112.0,,1.5,,,,1.3,,,
2018-01-01,Luuq,18.0,,630.0,1.04,,,,100.0,800.0,
2018-01-01,Marka,151.4,,6.3,,,,1.335,500.0,,
2018-01-01,Owdweyne,,,,,,,,,,
2018-01-01,Qansax Dheere,196.0,38.0,156.0,,,,300.0,6.0,,
2018-01-01,Qoryooley,350.0,,2.1,,,,613.0,600.0,,
2018-01-01,Rab Dhuure,16.0,,10.0,,,,,150.0,,
2018-01-01,Saakow,420.0,,1.32,,,,400.0,400.0,,
2018-01-01,Sablaale,100.0,,250.0,,,,30.0,,,
2018-01-01,Sheikh,,,,,,,,,,
2018-01-01,Tayeeglow,60.0,,45.0,,,,,560.0,,
2018-01-01,Waajid,15.0,,5.0,,,,,140.0,,
2018-01-01,Wanla weyn,600.0,,,,,,850.0,6.5,,
2018-01-01,Xarardheere,1.32,,,,,,,240.0,,
2018-01-01,Xudur,50.0,,23.0,,,,,500.0,,
2018-07-01,Adan Yabaal,90.0,,,,,,,38.0,,
2018-07-01,Afgooye,1240.0,,8.25,,,,448.0,9.8,,
2018-07-01,Afmadow,33.0,,552.0,,,,32.0,,,
2018-07-01,Baardheere,19.0,,375.0,210.0,,,168.0,2.85,195.0,
2018-07-01,Badhaadhe,40.0,,600.0,,,,2.0,,,
2018-07-01,Balcad,328.0,,3.44,,,,740.0,2.4,,
2018-07-01,Baraawe,140.0,,2.72,,,,80.0,,,
2018-07-01,Baydhaba,1.575,1.2,5.15,,,,1.06,10.125,,
2018-07-01,Belet Weyne,,,200.0,2.1,30.0,,180.0,630.0,350.0,1.26
2018-07-01,Belet Xaawo,8.0,,11.0,60.0,,,,60.0,130.0,
2018-07-01,Borama,,,,,,,,2.0,,
2018-07-01,Bu'aale,180.0,,1280.0,,,,1000.0,720.0,,
2018-07-01,Bulo Burto,,,433.0,1.2,15.0,,175.0,1230.0,150.0,475.0
2018-07-01,Burco,,,,,,,,500.0,,
2018-07-01,Buur Hakaba,705.0,520.0,160.0,,,,120.0,8.28,,
2018-07-01,Cadale,60.0,,,,,,,25.0,,
2018-07-01,Ceel Bur,700.0,,,,,,,25.0,,
2018-07-01,Ceel Dheer,700.0,,,,,,,28.0,,
2018-07-01,Diinsoor,893.0,560.0,2.2,,,,528.0,9.0,,
2018-07-01,Doolow,9.0,,322.0,240.0,,,,48.0,130.0,
2018-07-01,El berde,,,,,,,,,,
2018-07-01,Garbaharey/Burdhuubo,10.0,,348.0,390.0,,,,125.0,65.0,
2018-07-01,Gebiley,,,400.0,,,,,6.2,,
2018-07-01,Hagar,16.0,,144.0,,,,2.0,150.0,,
2018-07-01,Hargeysa,,,40.0,,,,,150.0,,
2018-07-01,Hobyo,150.0,,,,,,,15.0,,
2018-07-01,Jalalaqsi,,,438.0,620.0,12.0,,358.0,1085.0,132.0,200.0
2018-07-01,Jamaame,398.0,,3.54,,,,328.0,,,
2018-07-01,Jilib,290.0,,1600.0,,,,900.0,,,
2018-07-01,Jowhar,405.0,,5.19,,,200.0,841.12,3.5,,
2018-07-01,Kismaayo,78.0,,618.0,,,,76.0,,,
2018-07-01,Kurtunwaarey,626.0,,12.68,,,,61.08,,,
2018-07-01,Luuq,17.0,,401.0,325.0,,,,92.0,130.0,
2018-07-01,Marka,855.0,,358.58,,,,350.0,900.0,,
2018-07-01,Owdweyne,,,,,,,,1.5,,
2018-07-01,Qansax Dheere,858.0,,2.0,,,,480.0,8.1,,
2018-07-01,Qoryooley,586.0,,9.92,,,,310.0,900.0,,
2018-07-01,Rab Dhuure,8.0,,14.0,,,,,150.0,,
2018-07-01,Saakow,520.0,,641.44,,,,1200.0,2.1,,
2018-07-01,Sablaale,175.0,,2.21,,,,180.0,,,
2018-07-01,Sheikh,,,,,,,,250.0,,
2018-07-01,Tayeeglow,24.0,,42.0,,,,,576.0,,
2018-07-01,Waajid,12.0,,30.0,,,,,315.0,,
2018-07-01,Wanla weyn,750.0,,980.0,,,,575.0,9.6,,
2018-07-01,Xarardheere,400.0,,,,,,,20.0,,
2018-07-01,Xudur,24.0,,60.0,,,,,616.0,,
2019-01-01,Adan Yabaal,30.0,,,,,,,23.0,,
2019-01-01,Afgooye,1480.0,,3.15,,,,3.35,6.075,,
2019-01-01,Afmadow,26.0,,94.0,,,,71.0,,,
2019-01-01,Baardheere,38.0,,900.0,1.33,,,108.0,2.6,750.0,
2019-01-01,Badhaadhe,10.0,,24.0,,,,4.0,,,
2019-01-01,Balcad,300.0,,3.615,,,,535.0,1.4,,
2019-01-01,Baraawe,12.0,,120.0,,,,20.0,,,
2019-01-01,Baydhaba,213.0,300.0,80.0,,,,250.0,6.3,,
2019-01-01,Belet Weyne,,,100.0,3.92,50.0,,2.0,1.08,350.0,840.0
2019-01-01,Belet Xaawo,5.0,,117.0,325.0,,,,56.0,240.0,
2019-01-01,Borama,,,,,,,,,,
2019-01-01,Bu'aale,144.0,,755.0,,,,472.0,320.0,,
2019-01-01,Bulo Burto,,,216.0,1.95,16.0,,5.0,106.056,165.0,285.0
2019-01-01,Burco,,,,,,,,,,
2019-01-01,Buur Hakaba,125.0,,20.0,,,,12.0,3.6,,
2019-01-01,Cadale,29.0,,,,,,,24.0,,
2019-01-01,Ceel Bur,1.14,,,,,,,700.0,,
2019-01-01,Ceel Dheer,1.8,,,,,,,1.225,,
2019-01-01,Diinsoor,199.0,38.0,210.0,,,,200.0,6.525,,
2019-01-01,Doolow,20.0,,690.0,1.82,,,,60.0,675.0,
2019-01-01,El berde,,,,,,,,,,
2019-01-01,Garbaharey/Burdhuubo,22.0,,695.0,1.33,,,,140.0,750.0,
2019-01-01,Gebiley,,,,,,,,,,
2019-01-01,Hagar,8.0,,68.0,,,,2.0,144.0,,
2019-01-01,Hargeysa,,,,,,,,,,
2019-01-01,Hobyo,2.0,,,,,,,490.0,,
2019-01-01,Jalalaqsi,,,180.0,1.085,10.0,,10.0,731.0,83.0,200.0
2019-01-01,Jamaame,304.0,,919.0,,,,644.0,,,
2019-01-01,Jilib,143.0,,13.225,,,,377.0,,,
2019-01-01,Jowhar,480.0,,4.98,,,3.0,701.355,1.08,,
2019-01-01,Kismaayo,109.0,,180.0,,,,170.0,,,
2019-01-01,Kurtunwaarey,300.0,,1.5,,,,3.9,,,
2019-01-01,Luuq,30.0,,765.0,1.3,,,,240.0,1.04,
2019-01-01,Marka,460.0,,5.4,,,,2.92,,,
2019-01-01,Owdweyne,,,,,,,,,,
2019-01-01,Qansax Dheere,196.0,48.0,300.0,,,,300.0,7.85,,
2019-01-01,Qoryooley,220.0,,750.0,,,,894.0,860.0,,
2019-01-01,Rab Dhuure,8.0,,10.0,,,,,100.0,,
2019-01-01,Saakow,152.0,,470.0,,,,740.0,1.4,,
2019-01-01,Sablaale,36.0,,500.0,,,,575.0,,,
2019-01-01,Sheikh,,,,,,,,,,
2019-01-01,Tayeeglow,60.0,,80.0,,,,,1.225,,
2019-01-01,Waajid,10.0,,3.0,,,,,100.0,,
2019-01-01,Wanla weyn,525.0,,,,,,660.0,4.8,,
2019-01-01,Xarardheere,700.0,,,,,,,960.0,,
2019-01-01,Xudur,50.0,,30.0,,,,,525.0,,
2019-07-01,Adan Yabaal,,,,,,,,30.0,,
2019-07-01,Afgooye,266.0,,5.5,,,,360.0,900.0,,
2019-07-01,Afmadow,16.0,,136.0,,,,8.0,,,
2019-07-01,Baardheere,18.0,,1500.0,4.2,,,,,1440.0,
2019-07-01,Badhaadhe,8.0,,36.0,,,,2.0,,,
2019-07-01,Balcad,106.0,,4.46,,,,460.0,200.0,,
2019-07-01,Baraawe,32.0,,1112.0,,,,34.0,,,
2019-07-01,Baydhaba,300.0,300.0,900.0,,,,180.0,3.75,,
2019-07-01,Belet Weyne,,,140.0,8.4,120.0,,408.0,1370.0,980.0,1890.0
2019-07-01,Belet Xaawo,8.0,,70.0,390.0,,,,,1260.0,
2019-07-01,Borama,,,80.0,,,,,13.5,,
2019-07-01,Bu'aale,64.0,,1016.0,,,,80.0,200.0,,
2019-07-01,Bulo Burto,,,370.0,4.5,32.0,,370.0,1651.0,390.0,760.0
2019-07-01,Burco,,,30.0,,,,,3.2,,
2019-07-01,Buur Hakaba,72.0,,22.0,,,,,2.4,,
2019-07-01,Cadale,,,,,,,,16.0,,
2019-07-01,Ceel Bur,170.0,,,,,,,,,
2019-07-01,Ceel Dheer,240.0,,,,,,,,,
2019-07-01,Diinsoor,240.0,72.0,320.0,,,,216.0,5.7,,
2019-07-01,Doolow,28.0,,800.0,1500.0,,,,,1080.0,
2019-07-01,El berde,,,,,,,,,,
2019-07-01,Garbaharey/Burdhuubo,20.0,,800.0,2.08,,,,,850.0,
2019-07-01,Gebiley,,,40.0,,,,,36.0,,
2019-07-01,Hagar,16.0,,24.0,,,,4.0,120.0,,
2019-07-01,Hargeysa,,,20.0,,,,,5.6,,
2019-07-01,Hobyo,60.0,,,,,,,,,
2019-07-01,Jalalaqsi,,,250.0,2.48,20.0,,726.0,700.0,232.0,500.0
2019-07-01,Jamaame,120.0,,936.0,,,,74.0,,,
2019-07-01,Jilib,56.0,,1520.0,,,,77.0,,,
2019-07-01,Jowhar,134.0,,4.5,,,3.6,1340.0,,,
2019-07-01,Kismaayo,54.0,,284.0,,,,14.0,,,
2019-07-01,Kurtunwaarey,190.0,,245.99,,,,740.0,,,
2019-07-01,Luuq,20.0,,1020.0,2.8,,,,,1530.0,
2019-07-01,Marka,400.0,,3.8,,,,400.0,,,
2019-07-01,Owdweyne,,,60.0,,,,,8.0,,
2019-07-01,Qansax Dheere,280.0,120.0,450.0,,,,180.0,5.4,,
2019-07-01,Qoryooley,240.0,,3.6,,,,50.0,120.0,,
2019-07-01,Rab Dhuure,4.0,,,,,,,14.0,,
2019-07-01,Saakow,62.0,,856.0,,,,80.0,320.0,,
2019-07-01,Sablaale,148.0,,3.8,,,,210.0,,,
2019-07-01,Sheikh,,,30.0,,,,,960.0,,
2019-07-01,Tayeeglow,12.0,,14.0,,,,,220.0,,
2019-07-01,Waajid,4.0,,,,,,,10.0,,
2019-07-01,Wanla weyn,3.12,,,,,,174.0,9.6,,
2019-07-01,Xarardheere,240.0,,,,,,,,,
2019-07-01,Xudur,20.0,,16.0,,,,,352.0,,
2020-01-01,Adan Yabaal,160.0,,,,,,,140.0,,
2020-01-01,Afgooye,929.0,,4.98,,,,1501.5,13.8,,
2020-01-01,Afmadow,,,696.0,,,,,,,
2020-01-01,Baardheere,80.0,,1510.0,1680.0,,,420.0,5.2,1360.0,
2020-01-01,Badhaadhe,,,896.0,,,,,,,
2020-01-01,Balcad,220.0,,2.8,,,,880.0,2.8,,
2020-01-01,Baraawe,120.0,,2.34,,,,620.0,,,
2020-01-01,Baydhaba,2.31,1600.0,3.2,,,,1920.0,20.8,,
2020-01-01,Belet Weyne,6.0,,,,,,496.0,960.0,,
2020-01-01,Belet Xaawo,24.0,,174.0,260.0,,,,168.0,360.0,
2020-01-01,Borama,,,,,,,,,,
2020-01-01,Bu'aale,720.0,,,,,,121.12,2.4,,
2020-01-01,Bulo Burto,54.0,,986.0,1500.0,16.0,,466.0,633.1919999999999,120.0,570.0
2020-01-01,Burco,,,,,,,,,,
2020-01-01,Buur Hakaba,960.0,,2.0,,,,256.0,17.7,,
2020-01-01,Cadale,140.0,,,,,,,112.0,,
2020-01-01,Ceel Bur,1200.0,,,,,,,900.0,,
2020-01-01,Ceel Dheer,2.88,,,,,,,1740.0,,
2020-01-01,Diinsoor,1200.0,750.0,1140.0,,,,432.0,19.2,,
2020-01-01,Doolow,44.0,,1040.0,2.52,,,,72.0,1050.0,
2020-01-01,El berde,,,,,,,,,,
2020-01-01,Garbaharey/Burdhuubo,48.0,,1200.0,1680.0,,,,240.0,1200.0,
2020-01-01,Gebiley,,,,,,,,,,
2020-01-01,Hagar,,,400.0,,,,,1302.0,,
2020-01-01,Hargeysa,,,,,,,,,,
2020-01-01,Hobyo,200.0,,,,,,,480.0,,
2020-01-01,Jalalaqsi,44.0,,780.0,466.0,12.0,,410.0,1916.915,66.0,400.0
2020-01-01,Jamaame,,,559.436,,,,,,,
2020-01-01,Jilib,860.0,,642.04,,,,522.02,,,
2020-01-01,Jowhar,80.0,,2.0,,,3.6,1316.315,3.61,,
2020-01-01,Kismaayo,,,1252.0,,,,,,,
2020-01-01,Kurtunwaarey,144.0,,246.4,,,,302.899,,,
2020-01-01,Luuq,64.0,,1260.0,1560.0,,,,480.0,1280.0,
2020-01-01,Marka,120.0,,5.64,,,,2.42,,,
2020-01-01,Owdweyne,,,,,,,,,,
2020-01-01,Qansax Dheere,1120.0,960.0,2.56,,,,450.0,15.95,,
2020-01-01,Qoryooley,490.0,,9.84,,,,820.0,6.576,,
2020-01-01,Rab Dhuure,110.0,,26.0,,,,,1530.0,,
2020-01-01,Saakow,580.0,,,,,,161.06,6.0,,
2020-01-01,Sablaale,90.0,,4.608,,,,700.0,,,
2020-01-01,Sheikh,,,,,,,,,,
2020-01-01,Tayeeglow,374.0,,90.0,,,,,3.412,,
2020-01-01,Waajid,130.0,,48.0,,,,,1480.0,,
2020-01-01,Wanla weyn,640.0,,,,,,1276.0,16.824,,
2020-01-01,Xarardheere,2.28,,,,,,,1320.0,,
2020-01-01,Xudur,212.0,,78.0,,,,,2.52,,
2020-07-01,Adan Yabaal,40.0,,,,,,,120.0,,
2020-07-01,Afgooye,492.0,,11.120000000000001,,,,450.0,1040.0,,
2020-07-01,Afmadow,52.0,,544.0,,,,166.0,,,
2020-07-01,Baardheere,20.0,,1320.0,5.6,,,40.0,1560.0,1500.0,
2020-07-01,Badhaadhe,76.0,,700.0,,,,6.0,,,
2020-07-01,Balcad,130.0,,4.96,,,,4.0,24.0,,
2020-07-01,Baraawe,200.0,,6.72,,,,690.0,,,
2020-07-01,Baydhaba,526.0,1200.0,7.2,,,,1050.0,10.8,,
2020-07-01,Belet Weyne,4.0,,72.0,2.03,50.0,,,320.0,210.0,1540.0
2020-07-01,Belet Xaawo,8.0,,54.0,840.0,,,,32.0,1200.0,
2020-07-01,Borama,,,770.0,,,,,7.94,,
2020-07-01,Bu'aale,360.0,,2.8,,,,1080.0,600.0,,
2020-07-01,Bulo Burto,14.0,,100.0,1500.0,16.0,,,298.0,120.0,570.0
2020-07-01,Burco,,,,,,,,,,
2020-07-01,Buur Hakaba,154.0,,250.0,,,,120.0,9.6,,
2020-07-01,Cadale,120.0,,,,,,,40.0,,
2020-07-01,Ceel Bur,100.0,,,,,,,,,
2020-07-01,Ceel Dheer,,,,,,,,,,
2020-07-01,Diinsoor,346.0,390.0,5.6,,,,586.0,7.08,,
2020-07-01,Doolow,24.0,,818.0,5.32,,,,60.0,960.0,
2020-07-01,El berde,,,,,,,,,,
2020-07-01,Garbaharey/Burdhuubo,18.0,,1008.0,2.8,,,,150.0,900.0,
2020-07-01,Gebiley,,,2.5,,,,,20.4,,
2020-07-01,Hagar,100.0,,70.0,,,,4.0,240.0,,
2020-07-01,Hargeysa,,,300.0,,,,,2.0,,
2020-07-01,Hobyo,,,,,,,,,,
2020-07-01,Jalalaqsi,8.0,,50.0,466.0,14.0,,,170.0,66.0,400.0
2020-07-01,Jamaame,310.0,,1386.385,,,,356.0,,,
2020-07-01,Jilib,480.0,,4.8,,,,1080.0,,,
2020-07-01,Jowhar,146.0,,5.8,,,,52.0,40.0,,
2020-07-01,Kismaayo,136.0,,1086.0,,,,128.0,,,
2020-07-01,Kurtunwaarey,160.0,,11.8,,,,520.0,,,
2020-07-01,Luuq,20.0,,1260.0,5.04,,,,200.0,960.0,
2020-07-01,Marka,280.0,,7.2,,,,,,,
2020-07-01,Owdweyne,,,,,,,,200.0,,
2020-07-01,Qansax Dheere,420.0,560.0,5.2,,,,630.0,5.4,,
2020-07-01,Qoryooley,280.0,,8.12,,,,,560.0,,
2020-07-01,Rab Dhuure,,,12.0,,,,,52.0,,
2020-07-01,Saakow,180.0,,1600.0,,,,720.0,1400.0,,
2020-07-01,Sablaale,120.0,,7.2,,,,,,,
2020-07-01,Sheikh,,,,,,,,,,
2020-07-01,Tayeeglow,12.0,,48.0,,,,,264.0,,
2020-07-01,Waajid,,,14.0,,,,,120.0,,
2020-07-01,Wanla weyn,480.0,,90.0,,,,810.0,5.44,,
2020-07-01,Xarardheere,140.0,,,,,,,,,
2020-07-01,Xudur,20.0,,46.0,,,,,246.0,,
2021-01-01,Adan Yabaal,,,,,,,,,,
2021-01-01,Afgooye,1576.0,,3.65,,,,544.14,12.35,,
2021-01-01,Afmadow,34.0,,438.0,,,,166.0,,,
2021-01-01,Baardheere,60.0,,986.0,1680.0,,,240.0,1800.0,1280.0,
2021-01-01,Badhaadhe,60.0,,150.0,,,,60.0,,,
2021-01-01,Balcad,282.0,,3.7,,,,1066.065,1080.0,,
2021-01-01,Baraawe,20.0,,560.0,,,,34.0,,,
2021-01-01,Baydhaba,2.476,1600.0,2.45,,,,2.5,22.75,,
2021-01-01,Belet Weyne,4.0,,80.0,2.25,40.0,,48.0,480.0,180.0,1710.0
2021-01-01,Belet Xaawo,4.0,,6.0,,,,,,360.0,
2021-01-01,Borama,,,,,,,,,,
2021-01-01,Bu'aale,560.0,,800.0,,,,1200.0,570.0,,
2021-01-01,Bulo Burto,10.0,,450.0,1350.0,28.0,,16.0,1476.0,150.0,736.0
2021-01-01,Burco,,,,,,,,,,
2021-01-01,Buur Hakaba,1000.0,,1200.0,,,,256.0,13.66,,
2021-01-01,Cadale,60.0,,,,,,,60.0,,
2021-01-01,Ceel Bur,50.0,,,,,,,20.0,,
2021-01-01,Ceel Dheer,106.0,,,,,,,60.0,,
2021-01-01,Diinsoor,1344.0,750.0,1050.0,,,,1200.0,15.186,,
2021-01-01,Doolow,16.0,,490.0,1120.0,,,,,240.0,
2021-01-01,El berde,,,,,,,,,,
2021-01-01,Garbaharey/Burdhuubo,16.0,,648.0,2.24,,,,,1200.0,
2021-01-01,Gebiley,,,,,,,,,,
2021-01-01,Hagar,10.0,,8.0,,,,4.0,40.0,,
2021-01-01,Hargeysa,,,,,,,,,,
2021-01-01,Hobyo,30.0,,,,,,,20.0,,
2021-01-01,Jalalaqsi,8.0,,300.0,930.0,12.0,,26.0,910.0,166.0,550.0
2021-01-01,Jamaame,826.0,,1194.193,,,,1876.0,,,
2021-01-01,Jilib,320.0,,1000.0,,,,1400.0,,,
2021-01-01,Jowhar,336.0,,2.4,,,4.8,9.42,1792.0,,
2021-01-01,Kismaayo,66.0,,406.0,,,,47.0,,,
2021-01-01,Kurtunwaarey,960.0,,1011.01,,,,7.2,,,
2021-01-01,Luuq,24.0,,620.0,1560.0,,,,,1600.0,
2021-01-01,Marka,680.0,,8.1,,,,3.6,,,
2021-01-01,Owdweyne,,,,,,,,,,
2021-01-01,Qansax Dheere,1650.0,850.0,2.5,,,,1400.0,13.68,,
2021-01-01,Qoryooley,320.0,,4.956,,,,644.0,150.0,,
2021-01-01,Rab Dhuure,88.0,,6.0,,,,,466.0,,
2021-01-01,Saakow,800.0,,600.0,,,,1200.0,1710.0,,
2021-01-01,Sablaale,90.0,,1600.0,,,,1500.0,,,
2021-01-01,Sheikh,,,,,,,,,,
2021-01-01,Tayeeglow,412.0,,100.0,,,,,3.396,,
2021-01-01,Waajid,104.0,,20.0,,,,,728.0,,
2021-01-01,Wanla weyn,480.0,,600.0,,,,1920.0,17.1,,
2021-01-01,Xarardheere,70.0,,,,,,,80.0,,
2021-01-01,Xudur,212.0,,40.0,,,,,2.038,,
2021-07-01,Adan Yabaal,,,,,,,,,,
2021-07-01,Afgooye,660.0,,855.17,,,,160.0,,,
2021-07-01,Afmadow,20.0,,156.0,,,,42.0,,,
2021-07-01,Baardheere,28.0,,1310.0,3.6,,,60.0,600.0,2.2,
2021-07-01,Badhaadhe,60.0,,280.0,,,,6.0,,,
2021-07-01,Balcad,360.0,,8.2,,,,1184.0,80.0,,
2021-07-01,Baraawe,60.0,,400.0,,,,90.0,,,
2021-07-01,Baydhaba,300.0,300.0,700.0,,,,180.0,6.5,,
2021-07-01,Belet Weyne,4.0,,320.0,4.5,60.0,,1032.0,796.0,240.0,1900.0
2021-07-01,Belet Xaawo,8.0,,50.0,1200.0,,,,,1200.0,
2021-07-01,Borama,,,800.0,,,,,7.28,,
2021-07-01,Bu'aale,84.0,,232.0,,,,156.0,40.0,,
2021-07-01,Bulo Burto,28.0,,1030.0,2.4,28.0,,276.0,1792.0,180.0,840.0
2021-07-01,Burco,,,,,,,,,,
2021-07-01,Buur Hakaba,72.0,,60.0,,,,,4.8,,
2021-07-01,Cadale,,,,,,,,,,
2021-07-01,Ceel Bur,,,,,,,,,,
2021-07-01,Ceel Dheer,26.0,,,,,,,,,
2021-07-01,Diinsoor,240.0,72.0,360.0,,,,216.0,5.13,,
2021-07-01,Doolow,60.0,,750.0,3.6,,,,,1200.0,
2021-07-01,El berde,,,,,,,,,,
2021-07-01,Garbaharey/Burdhuubo,24.0,,970.0,3.3,,,,,2.08,
2021-07-01,Gebiley,,,1800.0,,,,,16.9,,
2021-07-01,Hagar,80.0,,36.0,,,,,192.0,,
2021-07-01,Hargeysa,,,160.0,,,,,2.1,,
2021-07-01,Hobyo,56.0,,,,,,,,,
2021-07-01,Jalalaqsi,26.0,,820.0,1396.0,20.0,,390.0,1674.0,166.0,550.0
2021-07-01,Jamaame,426.0,,107.44500000000001,,,,82.0,,,
2021-07-01,Jilib,64.0,,292.0,,,,144.0,,,
2021-07-01,Jowhar,320.0,,10.2,,,480.0,1560.0,400.0,,
2021-07-01,Kismaayo,62.0,,346.0,,,,70.0,,,
2021-07-01,Kurtunwaarey,306.0,,705.7,,,,196.0,,,
2021-07-01,Luuq,40.0,,800.0,2.4,,,,80.0,2.0,
2021-07-01,Marka,520.0,,6.24,,,,280.0,,,
2021-07-01,Owdweyne,,,,,,,,,,
2021-07-01,Qansax Dheere,280.0,120.0,880.0,,,,180.0,8.64,,
2021-07-01,Qoryooley,500.0,,253.97000000000003,,,,80.0,,,
2021-07-01,Rab Dhuure,,,,,,,,14.0,,
2021-07-01,Saakow,80.0,,280.0,,,,176.0,120.0,,
2021-07-01,Sablaale,120.0,,2.88,,,,180.0,,,
2021-07-01,Sheikh,,,,,,,,,,
2021-07-01,Tayeeglow,12.0,,14.0,,,,,220.0,,
2021-07-01,Waajid,,,,,,,,10.0,,
2021-07-01,Wanla weyn,,,3.54,,,,330.0,5.0,,
2021-07-01,Xarardheere,,,,,,,,,,
2021-07-01,Xudur,20.0,,16.0,,,,,308.0,,
